n,errors,bag_auc,bag_ap,bag_f1,global_token_auc,global_top10_precision,global_top10_recall,global_error_coverage,local_auc,local_ap,top10_precision,top10_recall,error_coverage,fact_auc,fact_top1,fact_chance,n_local_mixed,n_fact_mixed,alert_threshold,validation_clean_answer_alarm,test_clean_answer_alarm,test_error_answer_recall,alert_token_precision,alert_error_token_recall,name,method,seed,val_auc,supervision,layer_index,threshold
89,25,0.56,0.332109787668891,0.41818181818181815,0.6153517287510463,0.06370967741935483,0.19602977667493796,0.0325,0.68841720323915,0.323170927728906,0.29358814841072906,0.2929269920406071,0.13202113975621352,,,,25,0,0.9989695938499423,0.025,0.03125,0.04,0.3333333333333333,0.0024813895781637717,supervised_after,supervised_after,,0.6234964643450697,"token labels; diagnostic, not weak supervision",2,0.2231514634622189
89,25,0.6350000000000001,0.45455844736107487,0.4489795918367347,0.6365491290109542,0.07661290322580645,0.23573200992555832,0.0325,0.6322583688031049,0.2852525407498831,0.25206339359565166,0.2530577265751504,0.13202113975621352,,,,25,0,0.9983447187842807,0.025,0.0625,0.08,0.14285714285714285,0.0024813895781637717,supervised_before,supervised_before,,0.6172557285951707,"token labels; diagnostic, not weak supervision",1,0.38979283739384624
89,25,0.589375,0.3751561003163475,0.4375,0.6576551085662234,0.08870967741935484,0.2729528535980149,0.0325,0.6598482819742186,0.27816087502941683,0.2473719721139076,0.2288450742344111,0.13202113975621352,,,,25,0,0.997304386716165,0.025,0.0625,0.04,0.07692307692307693,0.0024813895781637717,supervised_lookback,supervised_lookback,,0.6367034349112236,"token labels; diagnostic, not weak supervision",0,0.6748952297605744
89,25,0.5543750000000001,0.332796574954265,0.4146341463414634,0.5564772086321829,0.049193548387096775,0.1513647642679901,0.0325,0.5550205426026447,0.20630277908536215,0.16263836700933473,0.13005114936423165,0.13202113975621352,,,,25,0,0.7748579978942871,0.025,0.015625,0.04,0.6666666666666666,0.004962779156327543,support_42,support,42,0.6669999999999999,bag labels only,0,0.4709477722644806
89,25,0.65125,0.4458837052465305,0.4819277108433735,0.5486592905463753,0.05,0.15384615384615385,0.0325,0.528785537519036,0.19631753312799977,0.15662410886604436,0.15180730400070885,0.13202113975621352,,,,25,0,0.9724310040473938,0.025,0.0,0.08,0.0,0.0,support_43,support,43,0.547,bag labels only,0,0.4222981333732605
89,25,0.5275,0.3095017126357368,0.41304347826086957,0.5475012260095629,0.05,0.15384615384615385,0.0325,0.5480124824873444,0.2016763655263906,0.168142089093702,0.14435843962039513,0.13202113975621352,,,,25,0,0.6641255021095276,0.025,0.0625,0.08,0.16666666666666666,0.0024813895781637717,support_44,support,44,0.6549999999999999,bag labels only,0,0.45112067461013794
89,25,0.59375,0.453190976888144,0.38961038961038963,0.5221178123314948,0.03064516129032258,0.09429280397022333,0.0325,0.5264802913935214,0.1937308521335972,0.13056898656898658,0.10360090619055268,0.13202113975621352,,,,25,0,0.9984514713287354,0.025,0.0625,0.04,0.0,0.0,support_lookback_42,support_lookback,42,0.628,bag labels only,0,0.2331531047821045
89,25,0.598125,0.41079572963801386,0.43010752688172044,0.5473902594755389,0.04596774193548387,0.141439205955335,0.0325,0.5641531281373888,0.21593760433482323,0.1698336681239907,0.1339112229695569,0.13202113975621352,,,,25,0,0.99748694896698,0.025,0.03125,0.12,0.0,0.0,support_lookback_43,support_lookback,43,0.641,bag labels only,0,0.19302406907081604
89,25,0.618125,0.41781879593715116,0.4946236559139785,0.509951722835589,0.03387096774193549,0.10421836228287841,0.0325,0.5095474680972882,0.1741964255086391,0.10592918192918192,0.09552207336187464,0.13202113975621352,,,,25,0,0.9953280687332153,0.025,0.09375,0.08,0.0,0.0,support_lookback_44,support_lookback,44,0.654,bag labels only,0,0.11254511773586273
89,25,0.64875,0.4731317813397547,0.47191011235955055,,,,,,,,,,,,,,,,,,,,,text,text,,0.514,bag labels only,,0.442268396150954
89,25,0.5181250000000001,0.2941106109255738,0.4,0.5192003128987375,0.03951612903225806,0.12158808933002481,0.0325,0.5220282775798578,0.1902602382855822,0.1423655913978495,0.1346098101520882,0.13202113975621352,,,,25,0,0.7051844596862793,0.025,0.046875,0.0,0.0,0.0,uncertainty_42,uncertainty,42,0.6709999999999999,bag labels only,0,0.45235154032707214
89,25,0.520625,0.2948234181053728,0.3953488372093023,0.5206044066847977,0.04112903225806452,0.12655086848635236,0.0325,0.5241881083417961,0.18752052516344936,0.1415322580645161,0.13475686897561762,0.13202113975621352,,,,25,0,0.7137014865875244,0.025,0.0,0.0,0.0,0.0,uncertainty_43,uncertainty,43,0.6689999999999999,bag labels only,0,0.4267978072166443
89,25,0.458125,0.2619775872136698,0.3333333333333333,0.4766474910704517,0.03467741935483871,0.10669975186104218,0.0325,0.4810654162134359,0.16953055870598097,0.14011849619914135,0.12787747490307788,0.13202113975621352,,,,25,0,0.6862616539001465,0.025,0.015625,0.0,0.0,0.0,uncertainty_44,uncertainty,44,0.666,bag labels only,0,0.5053045153617859
89,25,0.5787500000000001,0.3786557047187701,0.41237113402061853,0.5586698577042937,0.05403225806451613,0.1662531017369727,0.0325,0.5715620507137236,0.22192699718207243,0.2019031076450431,0.18375842751259985,0.13202113975621352,,,,25,0,16.256412506103516,0.025,0.140625,0.16,0.15384615384615385,0.004962779156327543,nll_topk,nll_topk,,0.47600000000000003,no fitted weights; validation threshold,,5.009181022644043
89,25,0.5856250000000001,0.41768145769330667,0.43373493975903615,0.5586698577042937,0.05403225806451613,0.1662531017369727,0.0325,0.5715620507137236,0.22192699718207243,0.2019031076450431,0.18375842751259985,0.13202113975621352,,,,25,0,16.256412506103516,0.025,0.140625,0.16,0.15384615384615385,0.004962779156327543,nll_mean,nll_mean,,0.5640000000000001,no fitted weights; validation threshold,,1.031362533569336
89,25,0.545,0.34448014295463913,0.4158415841584158,0.5362455171278345,0.04838709677419355,0.1488833746898263,0.0325,0.5630589476239937,0.22800569881154023,0.21080164638229154,0.17619515973982097,0.13202113975621352,,,,25,0,12.917887687683105,0.025,0.03125,0.04,0.0,0.0,support_delta,support_delta,,0.494,no fitted weights; validation threshold,,1.3968589305877686
89,25,0.5165625,0.29065704357123767,0.4329896907216495,0.5210084572425157,0.0467741935483871,0.14392059553349876,0.0325,0.5102046122002679,0.1418287373105817,0.12230009059041316,0.09075320171065006,0.13202113975621352,,,,25,0,1.0,0.0,0.0,0.0,0.0,0.0,source_copy,source_copy,,0.5549999999999999,no fitted weights; validation threshold,,1.0
